,LUCA,Aves,Passeriformes,Tyrannidae,cell_ids,Dist.to.road_m,Elevation_m,MaxTemp_m,MeanTemp_m,MinTemp_m,Population_m,Precipitation_m,SolarRadiation_m,VaporPres_m,WindSp_m,Longitude,Latitude,wwf_mhtnum,wwf_mhtnam,covid,name,cov_id,tipos,geometry
1469,1.0,0.0,0.0,0.0,253233,3376.10978027,1018.55555556,31.1743055229,24.340972269,17.5064815128,10.6288812955,72.9768518519,16638.150463,1.72203703611,2.03449073434,-96.965563416,17.694389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64872,SELVA BAJA CADUCIFOLIA,10897.0,Selva Baja Caducifolia,POINT (-96.96556341599999 17.694389801)
1470,1.0,0.0,0.0,0.0,242641,4944.68550781,2439.66666667,23.2270833563,15.1537036874,7.08009259899,130.593731986,46.8518518519,18393.4837963,1.01905092362,2.28518518502,-98.827563416,19.605389801,13.0,Deserts and Xeric Shrublands,82534,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,9809.0,Pastizal Cultivado,POINT (-98.827563416 19.605389801)
1471,1.0,0.0,0.0,0.0,252663,6767.38591797,1972.77777778,25.3025463157,18.6694444131,12.030092597,9.82818210125,50.3564814815,17132.0462963,1.22159722227,2.14374998709,-97.651563416,17.792389801,3.0,Tropical and Subtropical Coniferous Forests,94447,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,11153.0,Bosque de Encino,POINT (-97.651563416 17.792389801)
1472,1.0,0.0,0.0,0.0,244380,2761.95148438,2336.77777778,23.2366667218,14.941944419,6.6472222209,1056.31073405,63.9722222222,17800.7138889,1.08047221502,2.05194442107,-98.190563416,19.262389801,3.0,Tropical and Subtropical Coniferous Forests,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-98.190563416 19.262389801)
1473,1.0,1.0,1.0,1.0,243174,1339.14834473,1351.66666667,24.1800925864,19.0870370534,13.997222216,3498.67361281,140.305555556,16044.1203704,1.63368055473,1.71388890511,-96.916563416,19.507389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,89282,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE MESÓFILO DE MONTAÑA,8684.0,Agricultura de Temporal,POINT (-96.916563416 19.507389801)
1474,1.0,1.0,1.0,0.0,245604,4515.85183594,2164.66666667,25.8465277751,17.0847222341,8.32824075995,188.948302587,71.8587962963,17884.1435185,1.14958332286,1.97499998797,-98.386563416,19.017389801,3.0,Tropical and Subtropical Coniferous Forests,70142,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-98.386563416 19.017389801)
1475,1.0,1.0,1.0,1.0,241948,1746.16714355,568.666666667,27.2127314629,22.8997685159,18.5875000424,8.7036790053,118.724537037,16390.4791667,2.19157407847,2.58124999702,-96.573563416,19.752389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,95094,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,8875.0,Pastizal Cultivado,POINT (-96.573563416 19.752389801)
1476,1.0,1.0,0.0,0.0,248479,819.148344727,1004.88888889,33.4402777513,24.8411110984,16.2461111625,115.631715546,66.6361111111,17849.2833333,1.79216665427,1.52499998609,-98.729563416,18.478389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,59993,AGRICULTURA DE RIEGO ANUAL,8684.0,Agricultura de Temporal,POINT (-98.729563416 18.478389801)
1477,1.0,0.0,0.0,0.0,240460,3493.90879883,318.5,28.2349536286,23.5835648554,18.9328704013,46.3928232723,158.930555556,16577.6805556,2.37583333281,2.35277777827,-96.916563416,20.046389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82740,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8875.0,Pastizal Cultivado,POINT (-96.916563416 20.046389801)
1478,0.0,0.0,0.0,0.0,237971,1678.60844727,42.5555555556,28.7520832397,24.0777778272,19.4004629298,24.4096318881,120.150462963,16789.5069444,2.51673611116,2.83310185538,-97.161563416,20.536389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84634,AGRICULTURA DE TEMPORAL PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.16156341600001 20.536389801)
1479,1.0,0.0,0.0,0.0,246601,4234.83327637,2363.11111111,21.2333333316,14.1155092606,7.00069444709,56.705826415,41.2592592593,17245.5671296,1.05134258999,2.11574072446,-97.651563416,18.821389801,13.0,Deserts and Xeric Shrublands,29569,MATORRAL DESÉRTICO ROSETÓFILO,10467.0,Matorral Desertico Rosetofilo,POINT (-97.651563416 18.821389801)
1480,1.0,0.0,0.0,0.0,251847,1230.79905762,228.222222222,29.9062499912,24.9555556068,20.0071759158,19.1676434917,271.768518519,16377.5972222,2.3461342545,2.17824073688,-96.230563416,17.939389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,64683,SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.230563416 17.939389801)
1481,1.0,0.0,0.0,0.0,247114,5762.29314453,2391.88888889,16.580324056,11.7319444539,6.88125001943,247.304525163,81.4097222222,16571.7662037,1.07208333703,2.07060183005,-97.161563416,18.723389801,3.0,Tropical and Subtropical Coniferous Forests,6779,BOSQUE DE PINO,10564.0,Agricultura de Temporal,POINT (-97.16156341600001 18.723389801)
1482,1.0,1.0,0.0,0.0,251265,995.716884766,50.6666666667,31.5049999936,26.0203331184,20.527000103,52.2126622009,172.803333333,16146.76,2.47786662817,2.38966664712,-95.887563416,18.037389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85102,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,10015.0,Pastizal Cultivado,POINT (-95.88756341600001 18.037389801)
1483,1.0,0.0,0.0,0.0,238464,3569.62192871,191.666666667,28.6134259436,23.3078703615,18.0043981958,72.1961926354,124.398148148,17142.2453704,2.38942129551,1.65231482133,-97.651563416,20.438389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42091,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.651563416 20.438389801)
1484,0.0,0.0,0.0,0.0,235546,7061.39443359,94.1111111111,29.7865741032,24.0347222001,18.2812499249,40.0092747476,105.761574074,17284.8796296,2.43810187059,1.72476852492,-97.798563416,21.026389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82944,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,7291.0,Pastizal Cultivado,POINT (-97.79856341599999 21.026389801)
1485,1.0,1.0,1.0,1.0,250958,1132.2854248,45.3333333333,31.1131944789,25.8650462539,20.6185184761,227.246838888,202.148148148,16237.0185185,2.48016199635,2.31018515925,-96.083563416,18.086389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,40301,PASTIZAL CULTIVADO,8684.0,Agricultura de Temporal,POINT (-96.083563416 18.086389801)
1486,1.0,1.0,0.0,0.0,240181,3634.79950684,2856.33333333,18.3324999677,11.8074999862,5.28666666283,13.8491530101,74.4583333333,17964.7638889,0.863666666382,2.72999999921,-98.533563416,20.095389801,3.0,Tropical and Subtropical Coniferous Forests,7067,BOSQUE DE PINO,9193.0,Bosque de Pino,POINT (-98.53356341600001 20.095389801)
1487,1.0,1.0,1.0,1.0,248221,4402.32671875,1963.22222222,22.3439814581,16.8335648201,11.3240740995,40.6966332065,54.6643518519,16755.1157407,1.26215277709,1.90624998041,-97.357563416,18.527389801,13.0,Deserts and Xeric Shrublands,29549,MATORRAL DESÉRTICO ROSETÓFILO,10733.0,Chaparral,POINT (-97.357563416 18.527389801)
1488,0.0,0.0,0.0,0.0,233549,11727.9052734,-15.4444444444,27.6404761473,23.7255951223,19.8154760429,4.69645704826,114.041666667,17535.7857143,2.5141071294,2.9541666678,-97.504563416,21.467389801,14.0,Mangroves,87982,MANGLAR,,NaN,POINT (-97.504563416 21.467389801)
1489,0.0,0.0,0.0,0.0,248801,1259.41124023,2522.55555556,16.1608333773,11.4330555624,6.70444444418,170.400330755,104.161111111,16515.9472222,1.006416668,2.28749999404,-97.063563416,18.429389801,3.0,Tropical and Subtropical Coniferous Forests,69826,AGRICULTURA DE TEMPORAL ANUAL,10516.0,Bosque de Pino,POINT (-97.06356341599999 18.429389801)
1490,0.0,0.0,0.0,0.0,250608,7594.76279297,1264.66666667,31.342824022,24.0393518386,16.7321759396,13.0862213506,69.6319444444,17600.0138889,1.63523148525,1.66412037032,-98.239563416,18.135389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,47564,PASTIZAL INDUCIDO,10536.0,Selva Baja Caducifolia,POINT (-98.239563416 18.135389801)
1491,0.0,0.0,0.0,0.0,245855,3045.63715007,2226.88888889,24.3587962919,16.1898148214,8.01851853949,36.3803699811,65.1226851852,17678.025463,1.12791667134,1.98333331529,-98.092563416,18.968389801,3.0,Tropical and Subtropical Coniferous Forests,48545,PASTIZAL INDUCIDO,10340.0,Bosque de Encino,POINT (-98.092563416 18.968389801)
1492,1.0,0.0,0.0,0.0,252404,1221.35633301,886.777777778,30.0365740414,22.709259254,15.3768518722,45.8804068565,209.189814815,16144.8055556,1.88990740837,2.02777776867,-96.622563416,17.841389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106430,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA PERENNIFOLIA,10560.0,Selva Alta Perennifolia,POINT (-96.62256341600001 17.841389801)
1493,1.0,1.0,1.0,0.0,245591,1752.77165527,2525.22222222,22.144212948,15.3798611186,8.61481483446,96.6127174166,83.1481481481,17757.0324074,1.05608796301,2.20787036171,-99.023563416,19.017389801,3.0,Tropical and Subtropical Coniferous Forests,82305,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-99.023563416 19.017389801)
1494,0.0,0.0,0.0,0.0,253509,1184.3079541,2260.66666667,21.6144444201,16.367222227,11.1236111177,16.2798075358,49.7888888889,16623.2888889,1.13008333279,2.44361111522,-97.063563416,17.645389801,3.0,Tropical and Subtropical Coniferous Forests,47128,PASTIZAL INDUCIDO,11267.0,Agricultura de Temporal,POINT (-97.06356341599999 17.645389801)
1495,0.0,0.0,0.0,0.0,247362,2523.26977051,1795.22222222,26.8938889239,19.5763889207,12.2552777714,14.9552294016,51.425,17464.9694444,1.33394444138,1.79361111191,-97.945563416,18.674389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,108076,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,10592.0,Selva Baja Caducifolia,POINT (-97.945563416 18.674389801)
1496,0.0,0.0,0.0,0.0,237225,5664.41543945,1182.66666667,25.6958333475,19.9824073359,14.2722222452,11.505188134,130.655092593,18084.2152778,1.75050925767,1.50740740476,-98.484563416,20.683389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,6456,BOSQUE MESÓFILO DE MONTAÑA,8369.0,Bosque Mesofilo de Montana,POINT (-98.484563416 20.683389801)
1497,1.0,1.0,1.0,1.0,246122,1285.15960937,979.777777778,27.8814814223,21.0349537002,14.1844907359,1912.45972019,127.550925926,15849.6041667,1.83210648155,1.64513889369,-96.965563416,18.919389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,84305,AGRICULTURA DE TEMPORAL PERMANENTE,10313.0,Bosque Mesofilo de Montana,POINT (-96.96556341599999 18.919389801)
1498,0.0,0.0,0.0,0.0,247921,6543.67334798,1352.33333333,29.4310184805,22.1877314868,14.9435184951,19.9703346358,50.5740740741,17584.7916667,1.57439814922,1.65717592946,-98.092563416,18.576389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,108076,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,10536.0,Selva Baja Caducifolia,POINT (-98.092563416 18.576389801)
1499,1.0,1.0,1.0,0.0,240445,1386.01126465,877.222222222,24.9069444383,20.2793982183,15.6506944321,189.419258965,184.921296296,16983.837963,1.945856484,1.47499999404,-97.651563416,20.046389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82810,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.651563416 20.046389801)
1500,1.0,0.0,0.0,0.0,238215,2177.22909668,93.2222222222,29.0206665484,23.9793333499,18.9460000006,502.995014038,106.623333333,16998.29,2.45156667709,1.89933331649,-97.504563416,20.487389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42055,PASTIZAL CULTIVADO,8684.0,Agricultura de Temporal,POINT (-97.504563416 20.487389801)
1501,1.0,0.0,0.0,0.0,249728,5338.80884766,177.555555556,30.5509259657,25.2307870476,19.9039352028,83.5195186933,225.414351852,16128.6689815,2.37328702543,2.0870370324,-96.426563416,18.282389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,64735,SELVA ALTA PERENNIFOLIA,8684.0,Agricultura de Temporal,POINT (-96.42656341599999 18.282389801)
1502,1.0,1.0,1.0,1.0,245367,1319.08728027,2349.5,23.7647222307,14.8808333291,5.99555552271,528.001029756,59.3583333333,17539.0888889,1.07252776325,2.06777775255,-97.945563416,19.066389801,3.0,Tropical and Subtropical Coniferous Forests,82320,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.945563416 19.066389801)
1503,1.0,0.0,0.0,0.0,249731,969.705620117,28.2222222222,31.213889016,25.8647222625,20.5175000562,41.7626331965,172.902777778,16114.0222222,2.49063883821,2.24527777632,-96.279563416,18.282389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,85161,AGRICULTURA DE TEMPORAL SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.279563416 18.282389801)
1504,1.0,0.0,0.0,0.0,244651,673.137080078,1507.0,23.528703694,17.8469907222,12.1731481618,102.641756376,140.74537037,16092.900463,1.53150462911,1.65393519181,-97.014563416,19.213389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,6344,BOSQUE MESÓFILO DE MONTAÑA,8684.0,Agricultura de Temporal,POINT (-97.014563416 19.213389801)
1505,1.0,0.0,0.0,0.0,242160,6255.52822266,2954.0,18.1081018845,11.6520833196,5.20208332826,11.0423386256,74.25,17771.7314815,0.856550926826,2.61319445405,-98.239563416,19.703389801,3.0,Tropical and Subtropical Coniferous Forests,7010,BOSQUE DE PINO,9416.0,Bosque de Pino,POINT (-98.239563416 19.703389801)
1506,1.0,0.0,0.0,0.0,240941,1377.03441976,1121.11111111,23.8712962689,19.178472254,14.4826389021,76.0347191493,154.583333333,16818.0601852,1.81453702902,1.55115740581,-97.455563416,19.948389801,3.0,Tropical and Subtropical Coniferous Forests,93768,VEGETACIÓN SECUNDARIA ARBÓREA DE BOSQUE DE PINO-ENCINO,9449.0,Bosque de Encino,POINT (-97.455563416 19.948389801)
1507,1.0,0.0,0.0,0.0,239710,1758.17456543,179.777777778,28.2636573844,23.2983795802,18.3333333797,146.625226551,147.782407407,17161.1018519,2.38828703071,1.63865741066,-97.553563416,20.193389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,82810,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.553563416 20.193389801)
1508,1.0,0.0,0.0,0.0,252392,1387.67834961,2045.22222222,25.113657426,17.7456018549,10.3750000177,9.1364258594,44.8194444444,16553.7430556,1.20736111038,2.23518516648,-97.210563416,17.841389801,3.0,Tropical and Subtropical Coniferous Forests,94450,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,11155.0,Bosque de Encino,POINT (-97.210563416 17.841389801)
1509,1.0,0.0,0.0,0.0,233960,1424.3079541,10.2222222222,28.5789350624,23.8488426076,19.1141203399,23.8522265752,112.261574074,17296.0069444,2.50898147374,2.75046295479,-97.553563416,21.369389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42818,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.553563416 21.369389801)
1510,1.0,0.0,0.0,0.0,245123,1264.3079541,2450.66666667,22.4144444466,14.0380555709,5.6688888828,514.941947937,62.3,17521.7861111,1.0206666713,2.16499997576,-97.945563416,19.115389801,3.0,Tropical and Subtropical Coniferous Forests,82339,AGRICULTURA DE TEMPORAL ANUAL Y PERMANENTE,8684.0,Agricultura de Temporal,POINT (-97.945563416 19.115389801)
1511,0.0,0.0,0.0,0.0,249419,753.137080078,79.4444444444,31.0821759215,25.673611248,20.2553240569,31.2687701225,219.097222222,16419.0833333,2.43585648277,1.96550926456,-96.671563416,18.331389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,39721,PASTIZAL CULTIVADO,10862.0,Agricultura de Temporal,POINT (-96.671563416 18.331389801)
1512,0.0,0.0,0.0,0.0,235084,7257.36023531,3.11111111111,28.7216665949,24.0857142403,19.4509524527,10.6542538779,109.726190476,17384.9,2.53669049087,2.89476190692,-97.407477372,21.123619141,14.0,Mangroves,42818,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.407477372 21.123619141)
1513,1.0,1.0,1.0,1.0,243134,802.842700195,2266.55555556,24.5185184964,16.2171297316,7.91921296936,1504.91390398,47.7175925926,18298.7708333,1.08939815133,2.12523146802,-98.876563416,19.507389801,13.0,Deserts and Xeric Shrublands,63068,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,9768.0,Agricultura de Riego,POINT (-98.876563416 19.507389801)
1514,0.0,0.0,0.0,0.0,240926,7064.39849609,2755.22222222,18.4796296204,12.0710648298,5.66574075211,34.4991209242,69.3217592593,17809.4768519,0.927685185577,2.42152779411,-98.190563416,19.948389801,3.0,Tropical and Subtropical Coniferous Forests,90218,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE PINO,9137.0,Bosque de Pino,POINT (-98.190563416 19.948389801)
1515,1.0,0.0,0.0,0.0,239209,1465.00473633,952.111111111,24.8819444091,19.5539351746,14.2196759361,312.763368289,212.44212963,17624.9490741,1.84629629359,1.46018518204,-97.994563416,20.291389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,41940,PASTIZAL CULTIVADO,8684.0,Agricultura de Temporal,POINT (-97.99456341600001 20.291389801)
1516,1.0,0.0,0.0,0.0,254054,1948.28347982,2385.22222222,21.9858796199,14.9078703721,7.83009259458,10.5934169425,55.6157407407,16925.6689815,1.06138888526,2.44652777248,-97.455563416,17.547389801,3.0,Tropical and Subtropical Coniferous Forests,94259,VEGETACIÓN SECUNDARIA ARBUSTIVA DE BOSQUE DE ENCINO,11151.0,Agricultura de Temporal,POINT (-97.455563416 17.547389801)
1517,1.0,1.0,1.0,0.0,239932,1648.87867025,2644.44444444,21.0413889408,13.7022222069,6.36333334711,1499.13324941,55.4166666667,18334.1083333,0.950027778745,2.56250000265,-98.729563416,20.144389801,3.0,Tropical and Subtropical Coniferous Forests,71784,AGRICULTURA DE TEMPORAL ANUAL,8967.0,Bosque de Encino,POINT (-98.729563416 20.144389801)
1518,0.0,0.0,0.0,0.0,248489,7147.29962891,1237.66666667,31.0928240176,23.6395833095,16.1893518435,7.63023842176,53.8541666667,17731.2268519,1.63872685449,1.63402777855,-98.239563416,18.478389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,107848,VEGETACIÓN SECUNDARIA ARBUSTIVA DE SELVA BAJA CADUCIFOLIA,10536.0,Selva Baja Caducifolia,POINT (-98.239563416 18.478389801)
1519,1.0,0.0,0.0,0.0,245868,1043.57118734,2569.66666667,19.9907407496,12.3564814749,4.72291668974,379.655417654,48.287037037,17114.3796296,0.991736114025,2.18217590506,-97.455563416,18.968389801,13.0,Deserts and Xeric Shrublands,71911,AGRICULTURA DE TEMPORAL ANUAL,8684.0,Agricultura de Temporal,POINT (-97.455563416 18.968389801)
1520,1.0,0.0,0.0,0.0,236985,7198.24464844,1158.77777778,25.935648172,19.8956018311,13.8502314819,26.6121642854,107.305555556,18276.7037037,1.65763888674,1.57083333118,-98.582563416,20.732389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,6474,BOSQUE MESÓFILO DE MONTAÑA,8369.0,Bosque Mesofilo de Montana,POINT (-98.582563416 20.732389801)
1521,1.0,1.0,1.0,1.0,243924,1214.86522949,22.5555555556,31.4662039898,25.1282408944,18.7930554394,488.267548667,96.4722222222,16397.6875,2.55331017518,3.2310185311,-96.377563416,19.360389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,64313,AGRICULTURA DE RIEGO SEMIPERMANENTE,9847.0,Agricultura de Riego,POINT (-96.377563416 19.360389801)
1522,1.0,0.0,0.0,0.0,238716,1238.29668945,156.666666667,28.4738426253,23.2620370874,18.0537036525,54.5286486944,132.662037037,17201.8402778,2.3837036932,1.64004629988,-97.651563416,20.389389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,42011,PASTIZAL CULTIVADO,8684.0,Agricultura de Temporal,POINT (-97.651563416 20.389389801)
1523,1.0,1.0,1.0,0.0,245651,2555.54790527,4.83333333333,30.4078703766,25.2449073571,20.0782407478,91.107667978,119.900462963,16447.5856481,2.57743059816,3.46388888304,-96.083563416,19.017389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,19665,CUERPO DE AGUA,10294.0,Cuerpos de Agua,POINT (-96.083563416 19.017389801)
1524,1.0,0.0,0.0,0.0,237699,828.591069336,1812.5,23.5273148925,16.7763888703,10.0263888759,41.8924575912,104.814814815,18329.775463,1.29634258993,1.94143516763,-98.533563416,20.585389801,3.0,Tropical and Subtropical Coniferous Forests,72773,AGRICULTURA DE TEMPORAL ANUAL,8747.0,Bosque de Pino,POINT (-98.53356341600001 20.585389801)
1525,1.0,0.0,0.0,0.0,240697,3016.60869141,612.666666667,26.3682870291,21.4331018395,16.4969907204,50.211236053,166.740740741,16849.6481481,2.11557871158,1.62893519275,-97.357563416,19.997389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,41754,PASTIZAL CULTIVADO,8875.0,Pastizal Cultivado,POINT (-97.357563416 19.997389801)
1526,1.0,1.0,1.0,1.0,246325,1118.29668945,1263.22222222,30.0230555058,22.512499947,15.0011111498,297.463122559,73.1416666667,18239.6972222,1.61761110988,1.55777776837,-99.023563416,18.870389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,69919,AGRICULTURA DE TEMPORAL ANUAL,10463.0,Agricultura de Riego,POINT (-99.023563416 18.870389801)
1527,1.0,0.0,0.0,0.0,248484,7864.99248047,1349.66666667,30.6453703377,23.0418981314,15.4393518523,30.8849452019,65.712962963,17874.8981481,1.57780092706,1.63148148192,-98.484563416,18.478389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,110834,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA BAJA CADUCIFOLIA,10536.0,Selva Baja Caducifolia,POINT (-98.484563416 18.478389801)
1528,1.0,1.0,1.0,0.0,248817,1330.58211426,44.0,31.2173335965,25.7776666514,20.3229999034,49.2666453044,133.046666667,15951.1433333,2.48883328438,2.30866665045,-96.279563416,18.429389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,40453,PASTIZAL CULTIVADO,10015.0,Pastizal Cultivado,POINT (-96.279563416 18.429389801)
1529,1.0,0.0,0.0,0.0,243431,1774.43915609,37.1111111111,31.4722224077,24.996527791,18.5247685843,247.199251705,87.5717592593,16551.1273148,2.53768516525,3.07337962808,-96.426563416,19.458389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,63055,AGRICULTURA DE RIEGO ANUAL Y SEMIPERMANENTE,9847.0,Agricultura de Riego,POINT (-96.42656341599999 19.458389801)
1530,1.0,0.0,0.0,0.0,250654,1965.27537028,18.7777777778,31.2280093343,25.9511571858,20.6745367712,125.630424288,169.618055556,16150.5810185,2.50245365004,2.40370368902,-95.985563416,18.135389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,83163,AGRICULTURA DE TEMPORAL ANUAL Y SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-95.98556341600001 18.135389801)
1531,1.0,1.0,1.0,0.0,247407,6795.32501953,7.55555555556,29.8298610846,25.4053240926,20.9819445919,12.8644412888,129.467592593,16388.3287037,2.57833334196,3.55000001468,-95.740563416,18.674389801,14.0,Mangroves,40247,PASTIZAL CULTIVADO,10539.0,Manglar,POINT (-95.740563416 18.674389801)
1532,0.0,0.0,0.0,0.0,236281,9361.74728733,3.5,28.6352565716,24.0679488549,19.4942306372,33.9098258972,105.147435897,17416.9358974,2.55064102702,3.00833331163,-97.2713172072,20.8742233071,1.0,Tropical and Subtropical Moist Broadleaf Forests,42227,PASTIZAL CULTIVADO,7291.0,Pastizal Cultivado,POINT (-97.2713172072 20.8742233071)
1533,1.0,0.0,0.0,0.0,251241,1769.86149902,898.777777778,32.4349999905,25.0105555587,17.5858333535,29.6863079071,70.0472222222,16414.3555556,1.89000000358,1.85583332181,-97.063563416,18.037389801,2.0,Tropical and Subtropical Dry Broadleaf Forests,62471,AGRICULTURA DE RIEGO ANUAL Y PERMANENTE,10897.0,Selva Baja Caducifolia,POINT (-97.06356341599999 18.037389801)
1534,1.0,1.0,0.0,0.0,241427,1809.86789062,2406.75,19.5439814771,13.9175926027,8.29143517326,51.7171383434,69.4513888889,17348.9375,1.11249999771,1.97800924657,-97.749563416,19.850389801,3.0,Tropical and Subtropical Coniferous Forests,8936,BOSQUE DE PINO-ENCINO,8684.0,Agricultura de Temporal,POINT (-97.749563416 19.850389801)
1535,1.0,0.0,0.0,0.0,240665,1628.37513184,2557.11111111,22.582407426,14.3199074048,6.05231480963,48.9334458245,47.0231481481,18405.3935185,0.960856483076,2.53518519357,-98.925563416,19.997389801,13.0,Deserts and Xeric Shrublands,8976,BOSQUE DE PINO-ENCINO,8684.0,Agricultura de Temporal,POINT (-98.925563416 19.997389801)
1536,0.0,0.0,0.0,0.0,236499,7703.55912109,1205.77777778,25.7289351887,20.0354167024,14.3486111054,29.7551253902,126.06712963,18140.3078704,1.69518518751,1.55324074019,-98.582563416,20.830389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,6474,BOSQUE MESÓFILO DE MONTAÑA,8369.0,Bosque Mesofilo de Montana,POINT (-98.582563416 20.830389801)
1537,0.0,0.0,0.0,0.0,247123,3923.57901367,327.0,30.1980555005,24.2888889578,18.3836110565,77.6855327818,217.786111111,15999.525,2.27566663855,1.86777776844,-96.720563416,18.723389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,83171,AGRICULTURA DE TEMPORAL ANUAL Y SEMIPERMANENTE,8684.0,Agricultura de Temporal,POINT (-96.720563416 18.723389801)
1538,1.0,0.0,0.0,0.0,250316,1163.09740397,2098.77777778,22.9564814965,17.1064814881,11.2541666649,17.7093674607,46.2476851852,16786.4143519,1.18574074173,2.1043981333,-97.455563416,18.184389801,13.0,Deserts and Xeric Shrublands,25896,MATORRAL CRASICAULE,10986.0,Matorral Desertico Rosetofilo,POINT (-97.455563416 18.184389801)
1539,1.0,0.0,0.0,0.0,244152,4068.24708496,2698.0,19.6421296751,12.5060185371,5.36504630744,60.1369043191,64.1365740741,17170.0208333,0.954537036104,2.23680554799,-97.308563416,19.311389801,3.0,Tropical and Subtropical Coniferous Forests,29593,MATORRAL DESÉRTICO ROSETÓFILO,8684.0,Agricultura de Temporal,POINT (-97.308563416 19.311389801)
1540,1.0,0.0,0.0,0.0,234622,3823.59526855,140.333333333,28.5203703642,23.4465277416,18.3733796654,39.9328267839,116.611111111,17311.1550926,2.42803242637,2.20138887316,-97.651563416,21.222389801,1.0,Tropical and Subtropical Moist Broadleaf Forests,106719,VEGETACIÓN SECUNDARIA ARBÓREA DE SELVA ALTA SUBPERENNIFOLIA,8176.0,Selva Alta Perennifolia,POINT (-97.651563416 21.222389801)
